date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:43	914/914	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20May%202021%2002:10:38%20GMT	http://antrian.pratamaciptasolusindo.com/public/assets/img/splash.svg	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/public/assets/img/splash.svg	(from http://antrian.pratamaciptasolusindo.com/public/assets/css/custom.min.css)
09:27:48	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20May%202021%2002:10:38%20GMT	http://antrian.pratamaciptasolusindo.com/public/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/public/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://antrian.pratamaciptasolusindo.com/public/vendor/font-awesome/css/font-awesome.min.css)
09:27:49	165548/165548	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20May%202021%2002:10:38%20GMT	http://antrian.pratamaciptasolusindo.com/public/vendor/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/public/vendor/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://antrian.pratamaciptasolusindo.com/public/vendor/font-awesome/css/font-awesome.min.css)
09:28:40	1518887/1518887	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Jul%202021%2016:17:12%20GMT	http://antrian.pratamaciptasolusindo.com/public/images/background.png	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/public/images/background.png	(from http://antrian.pratamaciptasolusindo.com/)
09:28:41	1/1	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2002:28:42%20GMT	http://antrian.pratamaciptasolusindo.com/anjungan/proses.php?com=get_antrian_pending&service=1	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/anjungan/proses6ea3.html	(from http://antrian.pratamaciptasolusindo.com/anjungan/)
09:28:41	1/1	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2002:28:42%20GMT	http://antrian.pratamaciptasolusindo.com/anjungan/proses.php?com=get_antrian_pending&service=2	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/anjungan/prosesc98c.html	(from http://antrian.pratamaciptasolusindo.com/anjungan/)
09:28:41	1/1	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2002:28:42%20GMT	http://antrian.pratamaciptasolusindo.com/anjungan/proses.php?com=get_antrian_pending&service=3	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/anjungan/proses3654.html	(from http://antrian.pratamaciptasolusindo.com/anjungan/)
09:28:41	1/1	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2002:28:43%20GMT	http://antrian.pratamaciptasolusindo.com/anjungan/proses.php?com=get_antrian_pending&service=4	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/anjungan/proses6744.html	(from http://antrian.pratamaciptasolusindo.com/anjungan/)
09:28:41	13123/13123	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jul%202021%2012:49:22%20GMT	http://antrian.pratamaciptasolusindo.com/public/images/line.jpg	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/public/images/line.jpg	(from http://antrian.pratamaciptasolusindo.com/anjungan/)
09:28:42	1/1	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2002:28:43%20GMT	http://antrian.pratamaciptasolusindo.com/anjungan/proses.php?com=get_antrian_pending&service=5	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/anjungan/prosesb7b5.html	(from http://antrian.pratamaciptasolusindo.com/anjungan/)
09:28:42	1/1	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2002:28:44%20GMT	http://antrian.pratamaciptasolusindo.com/layar/proses.php?com=last_call_queue_counter&counter=1	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/layar/prosesd095.html	(from http://antrian.pratamaciptasolusindo.com/layar/)
09:28:43	1/1	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2002:28:44%20GMT	http://antrian.pratamaciptasolusindo.com/layar/proses.php?com=last_call_queue_counter&counter=2	A:/Contohhalaman/antiran/antrian.pratamaciptasolusindo.com/layar/prosesb94c.html	(from http://antrian.pratamaciptasolusindo.com/layar/)
